,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tracy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunter        (Cal Hooper #2),"French, Tana*",0593493435,9780593493434,0593493435,480        pp,4.22,"10,608","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Hardcover,view,/book/show/174156145-the-hunter
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,383","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/58210933-trust
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Night, Irene","Urrea, Luis Alberto*",0316265853,9780316265850,0316265853,407        pp,4.15,"16,207","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Hardcover,view,/book/show/63023640-good-night-irene
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Time Dead: A D.I. Duncan McAdam Mystery,"Dalgliesh, J M*",1800802919,9781800802919,1800802919,368        pp,4.41,"7,449","Oct 15, 2023","Oct 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Paperback,view,/book/show/199539205-a-long-time-dead
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blue Iris,"Stone, Rachel*",,9798888240953,B0CCSS6MX4,378        pp,4.49,94,unknown,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/195021783-the-blue-iris
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unquiet Bones,"White, Loreth Anne*",1662518005,9781662518003,1662518005,351        pp,4.26,"3,797","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,Hardcover,view,/book/show/151984427-the-unquiet-bones
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Thought It Was Just Me (But It Isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""","Brown, Brené*",1592403352,9781592403356,1592403352,303        pp,4.20,"24,849",2007,"Dec 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,Paperback,view,/book/show/2689871-i-thought-it-was-just-me-but-it-isn-t
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Man of Storr        (The Misty Isle #2),"Dalgliesh, J M*",,,B0CKLJDHWP,352        pp,4.40,"5,717","Nov 19, 2023","Nov 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,Kindle Edition,view,/book/show/199476500-the-dead-man-of-storr
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1590171993,9781590171998,1590171993,288        pp,4.33,"166,212",1965,"Jun 20, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2024",,Paperback,view,/book/show/166997.Stoner
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burial Rites,"Kent, Hannah*",0316243914,9780316243919,0316243914,336        pp,4.03,"112,514","Sep 10, 2013","Sep 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Hardcover,view,/book/show/17333319-burial-rites
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lovely Lie,"Hendricks, Jaime Lynn",1613165196,9781613165195,B0CK566Y44,0        pp,4.26,253,"May 28, 2024","May 28, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Kindle Edition,view,/book/show/69706058-a-lovely-lie
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holding,"Norton, Graham",1444792008,9781444792003,1444792008,320        pp,3.83,"30,760","Oct 06, 2016","Oct 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Hardcover,view,/book/show/31364727-holding
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Seven Sisters        (The Seven Sisters, #1)","Riley, Lucinda",1476759901,9781476759906,1476759901,460        pp,4.18,"130,147","Nov 01, 2014","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2024",,Hardcover,view,/book/show/22609358-the-seven-sisters
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Listen for the Lie,"Tintera, Amy*",1250880319,9781250880314,1250880319,352        pp,4.22,"34,600","Mar 05, 2024","Mar 05, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My 6th 5 ⭐️ this year. What is going on? A book owner is the one who recommended this and said, “I am very picky about thrillers because sometimes theMy 6th 5 ⭐️ this year. What is going on? A book owner is the one who recommended this and said, “I am very picky about thrillers because sometimes they are too overdone and try too hard to impress. But this one was amazing.” I share her sentiment. - especially the amazing part. I couldn’t put this down and have a serious book hangover today so I hope someone else is making supper. ...more",Notes are private!,4,8,1,"Mar 17, 2024","Mar 19, 2024","Feb 22, 2024",,Hardcover,view (with text),/book/show/127279000-listen-for-the-lie
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild and Distant Seas,"Roberts, Tara Karr*",1324064889,9781324064886,1324064889,304        pp,3.82,900,"Jan 02, 2024","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2024",,Hardcover,view,/book/show/150779156-wild-and-distant-seas
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Happened To You?: Conversations on Trauma, Resilience, and Healing","Perry, Bruce D.",1250223180,9781250223180,1250223180,304        pp,4.45,"79,867","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2024",,Hardcover,view,/book/show/53238858-what-happened-to-you
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light of Eternal Spring by Angel Di Zhang,"Di Zhang, Angel*",1039004504,9781039004504,1039004504,233        pp,3.98,397,unknown,"Jan 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful debut for Canadian literature. This book grabbed me right away. Amy receives word that her estranged mother has passed away. Living in NewA wonderful debut for Canadian literature. This book grabbed me right away. Amy receives word that her estranged mother has passed away. Living in New York since she was 18, Amy returns to her homeland of Northeastern China. The Chinese stories and the lessons throughout the book speak of forgiveness and redemption. “For me, it was not only possible but necessary to have two homes. To be where I needed a place I came from and the place I chose.”Highly recommend. 4.5 stars....more",Notes are private!,2,7,1,"Feb 24, 2024","Feb 24, 2024","Feb 20, 2024",,Paperback,view (with text),/book/show/63387762-the-light-of-eternal-spring-by-angel-di-zhang
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Stretch,"Norton, Graham",0063112094,9780063112094,0063112094,320        pp,4.10,"28,397","Jan 01, 2020","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2024",,Hardcover,view,/book/show/55919304-home-stretch
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prophet Song,"Lynch, Paul*",,,B0C5Y3JG4S,259        pp,4.15,"26,510","Aug 24, 2023","Aug 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2024",,Kindle Edition,view,/book/show/158875813-prophet-song
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Shadow in Moscow,"Reay, Katherine*",1400243033,9781400243037,1400243033,384        pp,4.36,"2,492","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/63340978-a-shadow-in-moscow
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shelterwood,"Wingate, Lisa*",0593726502,9780593726501,0593726502,368        pp,4.21,249,"Jun 04, 2024","Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/198563674-shelterwood
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Witness        (DI Tessa Burns #1),"Dunphy, S.A.",1803147202,9781803147208,B0CLL1S4CG,378        pp,4.21,314,"Feb 12, 2024","Feb 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Kindle Edition,view,/book/show/201714288-little-witness
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"Brown, Brené*",,,,9        pp,4.32,"75,750","Nov 30, 2021","Feb 14, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.25 starsShe teaches about 87 emotions within this book. Who knew there were any emotions beyond sad, happy and mad?Brene Brown always has such wisdo4.25 starsShe teaches about 87 emotions within this book. Who knew there were any emotions beyond sad, happy and mad?Brene Brown always has such wisdom. She has a way with words that makes you think ...more",Notes are private!,2,6,1,"Feb 15, 2024","Mar 05, 2024","Feb 15, 2024",,Audible Audio,view (with text),/book/show/60436989-atlas-of-the-heart
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Highland Witch,"Fletcher, Susan",,,B0045Y23TI,371        pp,4.29,"6,761","Mar 04, 2010","Nov 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2024",,Kindle Edition,view,/book/show/19907627-the-highland-witch
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tiffany Girls,"Noble, Shelley*",,,,416        pp,4.09,"3,457","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/62292413-the-tiffany-girls
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adelaide,"Wheeler, Genevieve*",1250280842,9781250280848,1250280842,304        pp,3.97,"30,257","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Hardcover,view,/book/show/60784312-adelaide
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters of Belfast,"Maure, Melanie*",0063341557,9780063341555,0063341557,320        pp,3.74,399,"Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Paperback,view,/book/show/150351858-sisters-of-belfast
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Copper River        (Cork O'Connor, #6)","Krueger, William Kent*",1416514465,9781416514466,1416514465,416        pp,4.20,"13,887","Aug 22, 2006","Jun 26, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Mass Market Paperback,view,/book/show/1153502.Copper_River
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard by a Great Forest,"Vardiashvili, Leo*",0593545036,9780593545034,0593545036,352        pp,3.90,"1,479","Jan 30, 2024","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Hardcover,view,/book/show/145624505-hard-by-a-great-forest
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Leaves,"Cook, Thomas H.",0156032341,9780156032346,0156032341,300        pp,3.85,"2,680",2005,"Jun 05, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Paperback,view,/book/show/83136.Red_Leaves
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Madstone,"Crook, Elizabeth*",0316564346,9780316564342,0316564346,288        pp,4.15,"1,452","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/123200277-the-madstone
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things We Never Got Over        (Knockemout, #1)","Score, Lucy*",1945631848,9781945631849,B09PNM8FFN,572        pp,4.17,"760,483","Jan 12, 2022","Jan 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Kindle Edition,view,/book/show/60060431-things-we-never-got-over
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Postmortem        (Kay Scarpetta, #1)","Cornwell, Patricia*",0743477154,9780743477154,0743477154,342        pp,4.03,"243,559","Jan 09, 1990","Dec 30, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Mass Market Paperback,view,/book/show/6534.Postmortem
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Housemaid        (The Housemaid, #1)","McFadden, Freida*",,,B09TWSRMCB,338        pp,4.33,"1,064,822","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Kindle Edition,view,/book/show/60556912-the-housemaid
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Return of Ellie Black,"Jean, Emiko*",1668023938,9781668023938,1668023938,320        pp,4.19,360,"May 07, 2024","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Hardcover,view,/book/show/199798460-the-return-of-ellie-black
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Silent,"McPhillips, Fiona*",125090823X,9781250908230,125090823X,320        pp,4.33,237,"May 02, 2024","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Hardcover,view,/book/show/127306128-when-we-were-silent
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gin, Turpentine, Pennyroyal, Rue","Higdon, Christine*",1778521967,9781778521966,B0C7HKR6MN,383        pp,4.12,226,unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Kindle Edition,view,/book/show/175551751-gin-turpentine-pennyroyal-rue
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silencing the Witness,"Conaway, Laura*",0369741420,9780369741424,B0C3HV96GT,220        pp,4.59,41,unknown,"Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Kindle Edition,view,/book/show/140987885-silencing-the-witness
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman on the Ledge,"Mancini, Ruth*",0063340569,9780063340565,B0C2QB3QFM,335        pp,4.00,"3,256","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Kindle Edition,view,/book/show/134242546-the-woman-on-the-ledge
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storm We Made,"Chan, Vanessa*",1668015145,9781668015148,1668015145,352        pp,3.94,"8,769","Jan 02, 2024","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Hardcover,view,/book/show/60211228-the-storm-we-made
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Winter Grave,"May, Peter*",,,B0B3TBR2XB,368        pp,4.09,"5,958","Jan 19, 2023","Jan 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.75,Notes are private!,2,8,1,"Jan 28, 2024","Jan 31, 2024","Jan 27, 2024",,Kindle Edition,view (with text),/book/show/67998095-a-winter-grave
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tear Me Apart,"Ellison, J.T.*",0778330001,9780778330004,0778330001,489        pp,4.15,"14,978","Aug 28, 2018","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Paperback,view,/book/show/36839879-tear-me-apart
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tending Roses        (Tending Roses, #1)","Wingate, Lisa*",0451203070,9780451203076,0451203070,288        pp,3.99,"15,837","Jun 01, 2001",Jul 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Paperback,view,/book/show/40802192-tending-roses
